"id","price","type","rooms","neighborhood","suites","bathrooms","garages","private_area","total_area"
1100,600000,"Apartamento",3,"Centro",1,2,2,170,0
1101,145000,"Apartamento",2,"Jardim La Salle",0,1,1,52.73,0
1102,180000,"Casa",2,"São Francisco",0,1,1,69.67,84
1103,750000,"Apartamento",3,"Centro",1,2,1,206.48,0
1104,230000,"Casa",2,"Boa Esperança",0,1,1,76,131
1105,750000,"Apartamento",3,"Vila Industrial",1,2,2,140,0
1106,470000,"Casa",3,"Vila Pioneiro",1,2,1,171.71,345
1107,500000,"Apartamento",3,"Jardim La Salle",1,2,1,135.21,0
1108,550000,"Apartamento",3,"Centro",1,2,1,156.67,0
1109,178000,"Casa",2,"Jardim Coopagro",0,1,1,60,80
1110,580000,"Casa",2,"Jardim Coopagro",0,1,2,72.05,315.15
1111,980000,"Apartamento",3,"Jardim La Salle",1,2,2,130,230
1112,1600000,"Casa",3,"Jardim La Salle",1,3,4,281.66,400
1113,198000,"Apartamento",2,"Jardim Coopagro",0,1,1,55.19,0
1114,200000,"Apartamento",2,"Jardim Coopagro",0,1,1,56.12,0
1115,700000,"Casa",2,"Centro",0,2,2,117.44,400
1116,750000,"Apartamento",3,"Centro",1,2,1,180,0
1117,450000,"Apartamento",2,"Vila Industrial",1,2,1,141.08,0
1118,175000,"Apartamento",2,"Jardim La Salle",0,1,1,52.73,0
